"y","x","w"
4.2799058,-18.304533,0
1.5885624,-23.270784,0
0,-5.759592,0
0,-9.847009,0
0,-38.749708,0
6.0830951,-7.391298,0
0.87915182,0.826082999999997,1
5.6562686,-14.033853,0
0,-32.39085,0
0.99668103,-38.407785,0
0,-27.406097,0
0,4.627841,1
1.552313,-13.638391,0
0,-6.02749,0
0,-29.503625,0
0,-18.911973,0
0,-43.369039,0
0,-35.957021,0
0,16.480586,1
0,16.640795,1
0,-42.288124,0
0,-38.611003,0
0,-40.451974,0
0,-31.008361,0
0,-27.134237,0
0,-27.900482,0
5.4495912,-40.477491,0
0,-22.406549,0
0,-39.409002,0
0,-22.705629,0
0,-22.057367,0
0,-26.017885,0
0,-24.975461,0
6.6146317,-24.124917,0
0,-35.31002,0
0,-39.252357,0
0,-43.717205,0
3.9990401,-35.332672,0
1.3821191,-42.523582,0
0,-36.913354,0
3.7384574,-30.052059,0
0,-23.480215,0
0,-28.555246,0
0,-39.513711,0
0,-32.150953,0
2.134244,-39.018249,0
0,-35.263862,0
3.0039051,-28.574819,0
0,-22.374189,0
6.8681316,-26.380804,0
0,-30.679357,0
4.7456341,-29.014196,0
2.0941532,-35.833168,0
4.5268326,-39.378334,0
0,-39.66242,0
0,-40.294263,0
0,-5.167158,0
1.9437857,-25.342512,0
0,-22.89892,0
0,-2.482965,0
13.133701,-26.052305,0
0,-17.164205,0
3.3697832,-29.099308,0
0,-18.618413,0
3.1679657,-22.322248,0
0,-2.301847,0
5.3387432,-24.306032,0
0,1.043192,1
10.287272,-0.111927999999999,0
0,5.134593,1
2.9292011,-27.735214,0
6.039012,-13.375852,0
0,-12.099081,0
0,-4.56558,0
9.3127213,-9.384607,0
0,-19.313158,0
0,-15.328172,0
0,-16.748529,0
0,4.524195,1
0,-3.242231,0
2.5320942,-12.518156,0
0,-12.303991,0
0,-20.44552,0
11.796626,-17.167093,0
25.536261,-7.615018,0
3.6326649,-18.542463,0
0,-26.50065,0
0,-20.812078,0
6.4867668,-16.881925,0
0,-9.270708,0
6.4545279,-12.169885,0
0,-1.53766,0
7.1500072,-2.770524,0
6.8119893,-5.975957,0
4.8671274,-31.150833,0
6.7200913,-27.686948,0
65.061806,-1.255361,0
10.858353,-14.408479,0
0,-27.104139,0
0,-13.633565,0
10.757315,-31.129682,0
13.071896,-17.900003,0
0,-13.673353,0
0,8.148692,1
0,-25.858304,0
0,-8.743818,0
0,-9.920084,0
0,-7.239503,0
0,-18.646322,0
0,-3.984643,0
0,-4.616918,0
2.1984303,-26.114046,0
0,-10.15175,0
0,-15.267095,0
8.5338793,-33.342176,0
0,-0.0677120000000002,0
8.7650099,-9.118593,0
0,-14.795961,0
0,-18.118116,0
0,-18.960103,0
4.0942221,-14.917112,0
0,-12.48826,0
8.6117811,-15.173242,0
0,-12.697202,0
1.6885521,-30.603071,0
3.1528833,-39.06538,0
22.16312,-32.779012,0
22.109219,-23.435071,0
3.262696,-6.208486,0
0,-12.303155,0
0,-38.856168,0
0,-23.285173,0
4.8859138,-27.595418,0
0,-9.009737,0
0,-7.692022,0
11.00776,-25.898756,0
0,-22.701707,0
8.2781458,-4.695444,0
0,-25.561586,0
0,-34.261951,0
0,-4.807424,0
0,4.160681,1
4.3641443,-13.365159,0
0,-32.763334,0
2.4163344,-15.242959,0
0,-5.03325,0
0,-10.026617,0
5.1550817,-10.741468,0
0,-34.684192,0
0,-25.200002,0
0.93917876,-30.312032,0
0,-31.731836,0
0,-40.020681,0
0,-31.077568,0
0,-34.955457,0
0,-24.407453,0
0,-41.957639,0
0,-33.775793,0
0,-39.433774,0
0,-36.540544,0
0,-29.65623,0
0,-34.115514,0
2.3421397,-27.466514,0
2.3027148,-18.683736,0
0,-24.019708,0
0,-27.761472,0
0,-36.951576,0
0,-30.30583,0
5.0463424,-34.104074,0
0,-29.033891,0
0,-38.873283,0
0,-33.041173,0
4.6813192,-37.826169,0
1.2904003,-42.461193,0
0,-36.67065,0
0,-33.138456,0
0,-20.810686,0
0,-43.972952,0
0,-39.84999,0
5.3909807,-42.434877,0
0,-36.522712,0
0,-37.721364,0
3.0709701,-42.077505,0
6.6163821,-42.811498,0
0,-42.920701,0
3.064101,-39.836818,0
0,-40.603269,0
0,-39.754236,0
0,-43.362497,0
0,-38.247838,0
0,-38.026947,0
8.1076698,-34.499687,0
0,-37.903329,0
2.5902507,-42.637567,0
0,-33.935625,0
6.1748724,-42.779712,0
0,-32.982524,0
0,-36.637424,0
0,-43.382432,0
1.246603,-41.111064,0
1.9992137,-35.615446,0
0,-6.850252,0
2.4998126,-31.826833,0
0,-16.325784,0
0,-4.310796,0
0,-43.922287,0
0,-35.045789,0
0,-6.36868,0
0,4.416605,1
0,-12.602376,0
2.0083952,-16.040006,0
0,-3.484853,0
11.049724,-1.829793,0
3.3699534,-13.956953,0
0,-8.350942,0
0,-7.214056,0
1.5613533,-32.507825,0
0,-24.756299,0
0,-22.506166,0
2.7841816,-35.648475,0
0,-17.423078,0
4.3780918,-2.824903,0
0,-20.412073,0
5.8221903,-8.849828,0
3.8170123,-34.959293,0
2.7560358,-38.7149,0
4.3708205,-26.072656,0
0,-19.518121,0
0,-28.527948,0
5.0910015,-7.273534,0
0,-29.467556,0
0,-8.371461,0
0,-17.279504,0
3.8109756,-11.780874,0
4.4279137,-39.689157,0
17.295053,-5.230546,0
0,-26.439039,0
0,-12.162786,0
7.4379859,-9.67209,0
0,-29.38149,0
0,-15.14924,0
0,-14.622873,0
0,-17.309804,0
7.8094492,-12.470495,0
8.3864479,-1.134973,0
7.0666385,-16.23623,0
0,-9.501276,0
0,-19.103876,0
0,-12.815202,0
0,-18.034467,0
8.4889641,4.5516,1
0,-31.634532,0
0,-13.551286,0
3.7268934,-39.1984,0
5.3013835,-19.820688,0
0,-22.863824,0
0,-31.45692,0
6.2077098,-32.381122,0
0,-25.494855,0
0,-30.663965,0
10.931351,-22.233842,0
2.0465801,-35.683876,0
0,-29.132783,0
0,-37.803884,0
0,-26.059858,0
0,-41.999807,0
0,-37.30669,0
2.7318673,-38.9223,0
0,-29.572952,0
0,-43.723224,0
0,-26.931573,0
2.5377491,-43.394169,0
0,-26.560544,0
0,-29.50336,0
0,-39.27613,0
6.7272115,-40.262285,0
16.548073,-26.430837,0
0,-34.379425,0
0,-25.724264,0
0,-31.45935,0
0,-37.752262,0
1.4472408,-43.241338,0
0,-31.443099,0
0,-28.665168,0
0,-36.803873,0
1.0024259,-40.715795,0
0,-34.809852,0
0,-32.305637,0
2.2761388,-35.002662,0
3.258709,-30.303373,0
4.0923228,-37.801288,0
1.6362596,-30.224361,0
0,-36.377342,0
3.7807183,-34.330114,0
0,-36.892015,0
2.1518795,-25.756277,0
0.62649184,-26.637731,0
0.77745986,-28.567525,0
0,-38.642921,0
0,-33.913568,0
5.3712907,-23.845815,0
0,-24.787546,0
1.1526448,-23.517648,0
0,-31.361249,0
4.3715849,-26.653047,0
0,-29.499973,0
0,-42.832157,0
0,-30.386653,0
0.79678416,-36.62635,0
0,-26.592084,0
0.94865859,-43.77388,0
0,-41.104742,0
8.698678,-36.06575,0
0,-43.745255,0
0,-41.277912,0
0,-37.717897,0
5.742671,-36.340381,0
0,-36.460426,0
0,-43.041194,0
0,-40.309902,0
0,-35.298431,0
0,-39.533651,0
0,-43.083505,0
0,-37.615465,0
0,-42.066287,0
11.622501,-41.910686,0
